event_id,period_no,occ_year,occ_month,occ_day
1,4167,4167,2,13
2,3965,3965,3,1
3,2980,2980,5,27
4,3863,3863,12,9
5,2212,2212,8,10
6,1040,1040,5,20
7,966,966,12,15
8,1132,1132,11,11
9,4145,4145,2,26
10,2695,2695,2,13
11,2274,2274,4,27
12,1159,1159,1,28
13,1051,1051,3,17
14,3273,3273,4,21
15,1524,1524,6,11
16,981,981,4,1
17,1992,1992,7,5
18,1385,1385,8,26
19,828,828,1,26
20,2044,2044,2,6
21,4007,4007,6,30
22,3359,3359,11,26
23,2751,2751,10,23
24,361,361,10,25
25,147,147,9,9
26,2423,2423,7,29
27,4826,4826,3,2
28,423,423,6,20
29,3327,3327,11,25
30,4855,4855,1,20
31,340,340,5,13
32,3167,3167,8,18
33,3693,3693,1,25
34,551,551,3,8
35,2343,2343,4,10
36,4696,4696,3,20
37,4569,4569,4,10
38,2350,2350,9,28
39,1162,1162,3,17
40,1432,1432,10,23
41,1614,1614,10,2
42,4255,4255,11,19
43,1293,1293,4,8
44,4800,4800,3,31
45,3966,3966,11,25
46,3635,3635,9,22
47,1761,1761,7,16
48,1582,1582,11,7
49,2107,2107,5,18
50,3556,3556,2,8
51,4210,4210,3,13
52,3210,3210,9,9
53,2776,2776,3,30
54,851,851,5,21
55,3159,3159,4,20
56,1796,1796,12,29
57,4522,4522,2,8
58,50,50,8,6
59,152,152,3,5
60,3271,3271,4,12
61,496,496,6,17
62,2288,2288,1,21
63,1903,1903,4,30
64,2184,2184,9,13
65,3307,3307,11,2
66,3755,3755,2,16
67,2079,2079,10,23
68,356,356,7,14
69,3178,3178,8,7
70,2405,2405,10,21
71,879,879,10,10
72,966,966,9,20
73,4542,4542,7,5
74,2389,2389,9,10
75,3520,3520,2,12
76,3725,3725,10,2
77,3786,3786,7,12
78,986,986,10,8
79,1775,1775,6,6
80,240,240,1,23
81,2223,2223,7,30
82,3642,3642,12,8
83,4326,4326,7,9
84,494,494,3,24
85,718,718,4,22
86,4845,4845,10,7
87,2818,2818,11,17
88,4983,4983,9,18
89,777,777,11,29
90,419,419,5,20
91,1908,1908,4,8
92,2439,2439,2,28
93,1331,1331,7,30
94,3741,3741,11,30
95,2796,2796,5,9
96,2809,2809,5,5
97,4249,4249,7,23
98,4859,4859,2,10
99,3625,3625,7,20
100,3674,3674,12,25
101,1948,1948,5,6
102,3437,3437,10,9
103,4713,4713,1,15
104,2519,2519,7,3
105,1755,1755,6,9
106,3736,3736,11,2
107,65,65,2,12
108,1481,1481,1,16
109,1389,1389,6,8
110,2282,2282,5,30
111,1647,1647,8,31
112,1754,1754,4,16
113,3863,3863,1,4
114,4273,4273,3,7
115,199,199,3,26
116,3093,3093,7,30
117,1196,1196,5,21
118,2275,2275,5,20
119,576,576,11,24
120,11,11,9,10
121,4721,4721,5,10
122,4945,4945,6,16
123,3563,3563,5,16
124,4838,4838,4,30
125,1259,1259,11,22
126,745,745,1,8
127,531,531,3,17
128,1952,1952,2,16
129,3430,3430,4,19
130,3633,3633,2,27
131,2242,2242,8,15
132,2099,2099,9,22
133,2131,2131,4,14
134,2073,2073,11,30
135,1637,1637,3,13
136,250,250,7,9
137,3131,3131,7,24
138,2066,2066,4,15
139,3625,3625,8,23
140,1871,1871,7,9
141,4333,4333,4,12
142,3834,3834,11,23
143,1482,1482,6,27
144,4059,4059,11,29
145,3170,3170,2,10
146,1861,1861,9,20
147,4225,4225,4,15
148,3124,3124,4,12
149,3780,3780,3,15
150,4868,4868,10,31
151,4537,4537,5,22
152,589,589,12,9
153,3563,3563,7,15
154,17,17,9,3
155,309,309,1,17
156,3078,3078,12,2
157,1316,1316,9,7
158,76,76,1,29
159,4519,4519,1,7
160,1623,1623,11,7
161,2440,2440,8,5
162,2026,2026,8,17
163,951,951,7,12
164,962,962,5,13
165,4528,4528,3,6
166,2409,2409,9,18
167,475,475,7,13
168,3574,3574,3,2
169,2896,2896,8,24
170,4882,4882,11,13
171,1121,1121,4,17
172,3485,3485,4,29
173,4884,4884,6,30
174,3726,3726,2,2
175,1783,1783,2,3
176,2718,2718,1,18
177,2748,2748,11,5
178,3704,3704,5,18
179,1189,1189,2,8
180,970,970,7,3
181,4194,4194,4,5
182,1741,1741,12,12
183,1337,1337,4,23
184,2627,2627,9,13
185,3546,3546,11,4
186,1913,1913,10,26
187,4554,4554,4,29
188,4119,4119,12,23
189,4105,4105,11,30
190,2702,2702,7,27
191,1683,1683,9,25
192,421,421,10,25
193,3909,3909,6,7
194,3292,3292,3,28
195,3716,3716,4,6
196,2206,2206,1,13
197,1601,1601,12,13
198,1805,1805,4,19
199,2170,2170,10,14
200,4539,4539,11,7
201,2359,2359,1,15
202,4468,4468,6,14
203,2094,2094,7,3
204,3377,3377,9,18
205,3055,3055,3,11
206,1055,1055,10,2
207,3531,3531,6,8
208,2040,2040,11,1
209,1750,1750,12,21
210,355,355,8,10
211,520,520,3,14
212,1142,1142,1,26
213,1017,1017,1,20
214,1816,1816,9,16
215,2827,2827,4,13
216,1345,1345,8,1
217,1914,1914,4,4
218,406,406,6,18
219,4725,4725,11,26
220,2928,2928,10,20
221,4709,4709,1,31
222,2680,2680,9,25
223,572,572,6,3
224,4969,4969,5,10
225,654,654,11,25
226,849,849,10,10
227,2162,2162,8,28
228,1535,1535,3,14
229,3385,3385,4,3
230,4331,4331,5,21
231,3149,3149,8,16
232,1749,1749,6,26
233,780,780,4,15
234,2356,2356,1,29
235,2053,2053,4,18
236,3695,3695,3,7
237,1189,1189,8,17
238,301,301,6,9
239,550,550,9,5
240,3294,3294,7,16
241,3550,3550,2,6
242,4338,4338,4,19
243,3072,3072,4,2
244,3416,3416,12,9
245,4834,4834,12,14
246,3474,3474,3,31
247,4024,4024,5,7
248,3816,3816,10,16
249,1323,1323,2,28
250,4851,4851,9,28
251,776,776,9,26
252,4515,4515,6,28
253,399,399,7,9
254,4125,4125,5,4
255,2088,2088,4,2
256,1502,1502,9,11
257,3700,3700,4,30
258,4508,4508,1,11
259,4215,4215,5,6
260,4829,4829,2,7
261,1565,1565,12,11
262,3556,3556,8,27
263,2489,2489,12,6
264,1890,1890,4,21
265,4941,4941,1,3
266,546,546,4,24
267,3913,3913,8,9
268,3810,3810,6,11
269,2780,2780,10,18
270,4267,4267,12,8
271,2510,2510,5,27
272,4472,4472,2,20
273,2123,2123,3,5
274,171,171,7,18
275,3823,3823,6,5
276,2974,2974,4,5
277,2517,2517,7,2
278,1160,1160,12,23
279,77,77,10,9
280,894,894,2,9
281,2346,2346,3,23
282,578,578,10,2
283,2849,2849,11,20
284,3935,3935,8,6
285,3119,3119,12,8
286,1328,1328,6,21
287,1162,1162,12,19
288,3666,3666,6,3
289,186,186,1,23
290,3326,3326,7,10
291,351,351,9,5
292,1523,1523,7,7
293,1397,1397,2,24
294,2432,2432,10,23
295,3469,3469,3,9
296,2821,2821,12,16
297,2658,2658,2,10
298,3546,3546,11,5
299,3511,3511,10,22
300,1243,1243,3,9
301,4180,4180,11,29
302,1358,1358,9,2
303,1987,1987,12,26
304,4226,4226,2,8
305,196,196,7,31
306,3711,3711,10,12
307,3741,3741,8,6
308,4324,4324,2,22
309,681,681,12,24
310,2795,2795,7,10
311,2251,2251,2,21
312,4942,4942,3,20
313,707,707,4,5
314,3013,3013,9,13
315,1898,1898,5,12
316,2845,2845,8,2
317,1628,1628,1,18
318,2005,2005,9,5
319,136,136,5,29
320,2673,2673,11,25
321,1506,1506,1,14
322,3854,3854,12,8
323,4146,4146,5,22
324,436,436,7,6
325,218,218,6,24
326,1268,1268,5,27
327,3341,3341,8,5
328,1290,1290,7,27
329,1493,1493,3,24
330,4610,4610,1,16
331,4583,4583,11,20
332,3762,3762,8,16
333,2967,2967,3,9
334,4018,4018,9,8
335,122,122,8,13
336,3517,3517,2,15
337,575,575,2,9
338,1807,1807,8,1
339,133,133,12,12
340,2597,2597,8,5
341,1001,1001,5,20
342,382,382,3,13
343,1913,1913,10,18
344,3082,3082,11,27
345,796,796,11,7
346,97,97,12,22
347,1309,1309,7,1
348,4570,4570,2,18
349,3646,3646,1,9
350,4269,4269,3,16
351,3685,3685,1,26
352,23,23,4,8
353,3034,3034,3,3
354,1331,1331,2,8
355,1237,1237,8,9
356,1690,1690,10,22
357,684,684,10,6
358,3520,3520,7,14
359,131,131,1,21
360,3650,3650,5,24
361,30,30,6,15
362,4813,4813,7,20
363,316,316,11,28
364,1303,1303,9,26
365,1827,1827,9,3
366,1800,1800,7,25
367,2620,2620,9,7
368,4012,4012,12,12
369,4498,4498,9,8
370,2008,2008,3,25
371,4328,4328,12,28
372,4121,4121,10,10
373,2037,2037,11,30
374,1239,1239,12,29
375,4746,4746,1,14
376,3838,3838,7,2
377,860,860,8,7
378,1938,1938,10,25
379,382,382,11,30
380,4978,4978,7,23
381,4478,4478,1,5
382,4487,4487,12,21
383,1798,1798,3,26
384,3936,3936,11,2
385,4113,4113,6,7
386,1974,1974,12,4
387,2357,2357,5,26
388,2479,2479,10,22
389,3430,3430,5,19
390,3502,3502,10,14
391,3160,3160,3,29
392,2178,2178,8,27
393,1436,1436,2,10
394,45,45,12,26
395,2449,2449,11,17
396,250,250,4,4
397,112,112,4,13
398,2243,2243,5,17
399,3216,3216,6,28
400,2257,2257,8,15
401,2800,2800,5,31
402,36,36,11,30
403,3853,3853,6,2
404,1890,1890,9,3
405,25,25,3,12
406,3740,3740,5,27
407,535,535,12,29
408,3295,3295,12,6
409,891,891,8,3
410,766,766,11,8
411,504,504,10,27
412,2403,2403,9,5
413,3215,3215,8,26
414,111,111,5,28
415,4271,4271,10,4
416,3594,3594,1,25
417,4256,4256,6,15
418,1026,1026,5,10
419,2325,2325,4,23
420,582,582,8,15
421,1264,1264,12,1
422,4962,4962,6,23
423,817,817,10,5
424,3299,3299,6,21
425,4350,4350,5,19
426,2405,2405,6,13
427,3789,3789,2,14
428,286,286,9,23
429,4385,4385,6,28
430,3184,3184,5,15
431,4165,4165,12,6
432,2897,2897,9,8
433,2587,2587,9,29
434,4495,4495,2,12
435,3977,3977,6,27
436,2676,2676,5,31
437,4635,4635,3,28
438,3715,3715,12,10
439,4453,4453,9,29
440,3552,3552,3,15
441,2096,2096,8,30
442,833,833,8,29
443,2925,2925,7,9
444,253,253,1,24
445,4623,4623,8,27
446,4484,4484,6,3
447,4413,4413,4,28
448,3412,3412,6,9
449,4404,4404,11,30
450,485,485,9,25
451,4713,4713,5,25
452,1633,1633,2,13
453,295,295,3,24
454,4882,4882,4,15
455,2451,2451,8,19
456,4142,4142,7,5
457,810,810,5,4
458,3599,3599,3,3
459,89,89,10,21
460,4846,4846,6,30
461,2872,2872,9,29
462,854,854,3,18
463,1425,1425,2,19
464,4957,4957,11,9
465,301,301,9,21
466,2264,2264,6,17
467,894,894,12,4
468,1061,1061,11,2
469,4857,4857,8,16
470,1130,1130,10,2
471,4594,4594,1,12
472,1340,1340,6,19
473,950,950,8,10
474,1838,1838,12,26
475,2347,2347,4,20
476,2839,2839,8,2
477,1921,1921,12,31
478,880,880,1,12
479,3818,3818,2,4
480,3016,3016,10,3
481,4022,4022,9,5
482,2036,2036,2,27
483,4933,4933,8,28
484,598,598,6,23
485,940,940,10,9
486,1299,1299,12,18
487,2825,2825,11,26
488,1847,1847,5,18
489,2951,2951,7,15
490,3444,3444,7,22
491,2370,2370,3,29
492,3346,3346,7,3
493,2575,2575,3,22
494,604,604,5,12
495,4454,4454,7,26
496,2519,2519,2,4
497,1001,1001,8,8
498,4655,4655,5,24
499,2679,2679,2,21
500,894,894,1,23
501,190,190,4,2
502,2633,2633,1,22
503,1875,1875,7,5
504,2756,2756,7,31
505,285,285,5,22
506,3305,3305,10,12
507,4001,4001,10,28
508,1904,1904,1,22
509,4515,4515,5,2
510,4469,4469,10,11
511,2348,2348,2,6
512,1856,1856,11,16
513,1291,1291,7,20
514,266,266,1,24
515,4547,4547,4,4
516,2714,2714,9,8
517,508,508,12,10
518,3478,3478,6,19
519,2912,2912,4,1
520,3089,3089,3,22
521,2408,2408,5,11
522,1955,1955,1,12
523,3599,3599,2,7
524,3947,3947,10,18
525,3859,3859,1,1
526,4355,4355,12,14
527,310,310,10,25
528,1151,1151,10,2
529,3040,3040,1,18
530,3190,3190,7,5
531,1510,1510,4,21
532,752,752,7,24
533,4096,4096,6,3
534,2149,2149,4,12
535,561,561,7,25
536,671,671,1,26
537,4293,4293,4,1
538,2929,2929,11,5
539,2697,2697,4,19
540,336,336,10,25
541,690,690,3,10
542,3233,3233,9,29
543,4312,4312,5,23
544,4448,4448,12,27
545,1617,1617,6,30
546,1792,1792,5,19
547,2968,2968,8,5
548,683,683,5,3
549,410,410,8,12
550,3611,3611,8,13
551,2466,2466,1,17
552,2387,2387,3,23
553,1512,1512,5,12
554,2454,2454,8,27
555,4603,4603,2,20
556,3168,3168,4,10
557,1651,1651,3,1
558,3808,3808,5,9
559,161,161,10,8
560,3124,3124,4,29
561,3629,3629,2,10
562,2491,2491,10,25
563,2781,2781,12,4
564,4821,4821,1,22
565,1591,1591,11,9
566,2068,2068,2,13
567,3745,3745,12,18
568,3111,3111,1,25
569,4807,4807,6,23
570,1686,1686,6,4
571,2430,2430,10,2
572,3825,3825,12,22
573,12,12,1,8
574,4869,4869,7,21
575,3379,3379,10,18
576,3355,3355,1,24
577,2410,2410,7,8
578,3182,3182,9,16
579,3121,3121,2,2
580,4820,4820,5,9
581,4724,4724,6,9
582,4576,4576,6,26
583,795,795,10,16
584,727,727,1,31
585,1912,1912,3,29
586,2546,2546,3,14
587,4592,4592,12,16
588,2918,2918,12,31
589,4759,4759,10,26
590,2106,2106,5,14
591,1532,1532,1,12
592,71,71,1,22
593,223,223,10,14
594,607,607,6,8
595,2054,2054,3,28
596,4010,4010,7,23
597,4139,4139,9,25
598,2075,2075,5,1
599,2981,2981,5,8
600,4807,4807,4,15
601,3232,3232,3,16
602,4145,4145,1,7
603,3437,3437,2,18
604,1304,1304,5,1
605,2277,2277,5,14
606,1123,1123,1,25
607,3130,3130,7,5
608,3702,3702,3,2
609,2455,2455,1,3
610,337,337,11,12
611,2326,2326,1,9
612,367,367,9,30
613,450,450,10,30
614,4019,4019,10,19
615,3897,3897,5,11
616,1732,1732,5,11
617,1387,1387,11,22
618,3325,3325,8,20
619,2359,2359,10,22
620,890,890,10,21
621,4396,4396,7,24
622,2134,2134,4,23
623,3183,3183,1,15
624,4285,4285,3,22
625,1180,1180,5,14
626,735,735,8,12
627,4991,4991,8,11
628,595,595,8,24
629,3729,3729,3,4
630,3939,3939,11,1
631,1179,1179,4,30
632,4163,4163,1,28
633,932,932,12,13
634,3135,3135,10,23
635,1500,1500,2,28
636,3724,3724,11,6
637,2008,2008,4,9
638,4868,4868,11,26
639,1263,1263,11,7
640,689,689,9,5
641,4773,4773,7,17
642,1468,1468,4,3
643,270,270,11,5
644,496,496,3,21
645,2035,2035,1,5
646,2334,2334,2,10
647,1458,1458,6,30
648,4209,4209,7,13
649,4036,4036,11,9
650,4026,4026,6,20
651,459,459,9,17
652,121,121,11,11
653,3117,3117,3,1
654,3680,3680,2,6
655,4394,4394,5,13
656,3753,3753,2,17
657,88,88,12,17
658,463,463,9,29
659,4093,4093,5,26
660,1937,1937,9,4
661,4725,4725,9,19
662,3818,3818,3,29
663,4706,4706,1,22
664,4984,4984,12,29
665,2410,2410,7,10
666,3104,3104,2,2
667,3221,3221,4,4
668,2939,2939,8,24
669,2244,2244,2,15
670,2603,2603,10,6
671,1992,1992,4,11
672,2201,2201,1,13
673,3662,3662,9,15
674,343,343,1,1
675,1182,1182,9,17
676,2741,2741,10,24
677,1529,1529,9,24
678,1492,1492,5,23
679,3593,3593,12,14
680,314,314,1,6
681,1684,1684,6,24
682,2963,2963,5,24
683,4755,4755,8,15
684,3828,3828,6,14
685,3398,3398,10,14
686,576,576,5,24
687,2363,2363,10,17
688,3095,3095,2,13
689,4399,4399,8,11
690,2949,2949,11,11
691,3694,3694,9,27
692,1285,1285,5,25
693,4909,4909,9,18
694,2057,2057,2,17
695,298,298,6,6
696,2206,2206,9,19
697,1527,1527,3,9
698,2969,2969,4,10
699,4308,4308,3,11
700,4247,4247,12,12
701,3973,3973,12,18
702,3232,3232,8,22
703,3735,3735,9,7
704,4083,4083,3,1
705,3164,3164,12,10
706,4612,4612,11,27
707,891,891,4,9
708,1665,1665,4,20
709,465,465,9,7
710,895,895,7,23
711,2703,2703,9,17
712,1713,1713,7,21
713,1880,1880,7,5
714,1104,1104,6,30
715,4653,4653,4,24
716,2259,2259,1,21
717,1068,1068,3,22
718,1056,1056,2,5
719,3563,3563,1,3
720,3261,3261,6,9
721,4653,4653,2,24
722,970,970,5,31
723,3350,3350,2,17
724,670,670,2,8
725,1053,1053,6,16
726,4192,4192,7,26
727,3842,3842,6,10
728,1588,1588,7,31
729,2190,2190,6,11
730,192,192,5,24
731,924,924,10,27
732,541,541,7,28
733,4687,4687,9,21
734,178,178,9,24
735,866,866,10,17
736,530,530,4,24
737,4519,4519,12,26
738,2984,2984,12,13
739,668,668,9,15
740,2855,2855,8,6
741,2836,2836,2,27
742,4108,4108,5,28
743,4440,4440,11,11
744,3478,3478,7,15
745,3440,3440,4,24
746,4607,4607,3,29
747,1802,1802,9,25
748,1385,1385,3,31
749,3926,3926,10,12
750,517,517,9,14
751,2359,2359,2,2
752,2,2,8,20
753,3515,3515,4,19
754,1120,1120,9,28
755,1859,1859,11,27
756,4278,4278,2,1
757,4178,4178,3,10
758,3134,3134,8,10
759,4658,4658,6,28
760,1157,1157,1,19
761,3796,3796,9,25
762,4696,4696,11,8
763,22,22,7,27
764,4505,4505,8,19
765,3179,3179,3,8
766,381,381,1,28
767,408,408,2,15
768,4506,4506,4,11
769,1299,1299,1,18
770,1437,1437,6,23
771,1664,1664,8,17
772,4131,4131,11,7
773,2685,2685,2,8
774,329,329,11,17
775,3207,3207,5,5
776,2690,2690,2,3
777,3019,3019,7,5
778,4230,4230,6,28
779,3254,3254,1,1
780,2124,2124,12,31
781,3591,3591,1,19
782,2519,2519,5,14
783,2629,2629,4,1
784,4774,4774,3,31
785,4580,4580,9,14
786,613,613,11,14
787,4032,4032,8,22
788,4163,4163,1,31
789,2952,2952,2,22
790,2575,2575,12,6
791,356,356,9,5
792,1490,1490,3,31
793,1659,1659,4,26
794,1996,1996,3,19
795,4018,4018,7,18
796,2150,2150,8,15
797,362,362,12,13
798,2779,2779,3,9
799,399,399,2,7
800,874,874,12,12
801,4036,4036,3,5
802,1421,1421,6,11
803,2464,2464,12,5
804,2748,2748,4,19
805,4863,4863,7,10
806,401,401,3,2
807,1288,1288,11,9
808,1980,1980,2,17
809,3414,3414,1,7
810,416,416,4,19
811,1796,1796,9,17
812,3329,3329,6,8
813,2981,2981,4,11
814,738,738,11,21
815,2347,2347,4,30
816,4300,4300,9,29
817,892,892,5,20
818,1936,1936,3,22
819,2507,2507,3,17
820,4898,4898,6,12
821,1917,1917,12,23
822,957,957,1,5
823,2955,2955,11,27
824,4080,4080,12,30
825,2745,2745,3,2
826,2737,2737,8,31
827,1117,1117,2,11
828,2238,2238,5,23
829,731,731,1,16
830,838,838,2,24
831,1687,1687,7,14
832,3354,3354,12,10
833,1522,1522,8,7
834,3912,3912,7,29
835,2988,2988,7,30
836,1974,1974,4,12
837,4709,4709,4,23
838,3912,3912,8,29
839,453,453,2,24
840,538,538,4,3
841,4526,4526,12,6
842,2701,2701,1,23
843,400,400,10,13
844,3359,3359,2,22
845,4925,4925,10,22
846,4125,4125,7,8
847,912,912,7,31
848,4170,4170,10,2
849,109,109,9,18
850,1205,1205,5,5
851,4657,4657,9,7
852,2647,2647,9,16
853,817,817,7,15
854,4663,4663,3,2
855,3378,3378,7,9
856,953,953,4,1
857,1304,1304,2,21
858,4049,4049,4,11
859,2867,2867,1,24
860,3425,3425,3,20
861,3332,3332,11,17
862,3004,3004,2,3
863,4832,4832,12,29
864,3060,3060,7,13
865,1793,1793,6,24
866,4445,4445,1,20
867,1254,1254,2,10
868,4500,4500,2,4
869,521,521,1,20
870,1503,1503,8,14
871,3542,3542,1,14
872,4074,4074,12,24
873,2623,2623,9,6
874,3181,3181,4,20
875,3801,3801,12,19
876,4504,4504,11,3
877,100,100,11,18
878,2592,2592,7,3
879,3182,3182,9,8
880,3285,3285,5,7
881,1734,1734,8,23
882,1831,1831,1,18
883,3023,3023,5,28
884,1432,1432,4,27
885,2485,2485,2,19
886,945,945,8,16
887,3524,3524,12,14
888,528,528,10,31
889,3119,3119,6,13
890,196,196,11,5
891,4821,4821,2,15
892,3379,3379,2,18
893,1722,1722,8,9
894,1895,1895,3,9
895,4260,4260,3,17
896,601,601,9,7
897,2888,2888,6,28
898,1812,1812,9,13
899,2489,2489,10,2
900,1260,1260,2,14
901,4179,4179,12,11
902,4504,4504,7,10
903,491,491,7,5
904,3522,3522,5,5
905,1483,1483,8,5
906,2358,2358,6,28
907,4477,4477,6,2
908,560,560,9,2
909,957,957,12,27
910,291,291,6,19
911,3095,3095,1,16
912,2731,2731,12,4
913,4273,4273,4,10
914,2307,2307,3,29
915,1249,1249,1,27
916,155,155,10,8
917,685,685,8,23
918,4584,4584,8,27
919,3757,3757,4,12
920,3645,3645,1,2
921,3787,3787,7,8
922,4577,4577,3,17
923,1860,1860,7,5
924,1457,1457,6,30
925,2494,2494,3,13
926,673,673,2,28
927,1393,1393,5,14
928,3272,3272,9,8
929,518,518,1,6
930,4558,4558,4,18
931,3040,3040,9,4
932,4783,4783,9,4
933,1869,1869,5,8
934,260,260,12,5
935,4555,4555,8,21
936,3707,3707,11,24
937,1182,1182,8,21
938,2490,2490,11,20
939,844,844,6,13
940,2474,2474,9,2
941,2979,2979,10,7
942,2610,2610,3,10
943,427,427,8,28
944,721,721,8,4
945,3964,3964,5,1
946,3843,3843,11,17
947,4831,4831,4,28
948,3567,3567,4,1
949,2934,2934,8,14
950,1944,1944,2,20
951,4216,4216,5,8
952,3597,3597,1,14
953,3576,3576,12,25
954,369,369,3,26
955,1678,1678,12,3
956,4225,4225,11,27
957,3873,3873,5,8
958,1386,1386,7,24
959,2004,2004,1,11
960,4144,4144,3,26
961,1963,1963,6,17
962,1644,1644,5,31
963,385,385,4,21
964,3192,3192,6,7
965,3377,3377,3,7
966,3263,3263,1,28
967,1155,1155,5,22
968,1241,1241,12,24
969,1188,1188,3,5
970,1255,1255,3,10
971,3182,3182,1,17
972,2272,2272,3,28
973,3914,3914,4,18
974,4847,4847,2,11
975,4024,4024,6,11
976,576,576,11,24
977,1812,1812,4,13
978,448,448,5,12
979,4957,4957,10,29
980,3865,3865,7,30
981,4281,4281,1,7
982,4315,4315,4,2
983,2175,2175,2,18
984,1363,1363,9,3
985,3053,3053,6,17
986,3906,3906,9,16
987,3738,3738,6,20
988,4050,4050,11,2
989,4277,4277,6,4
990,2976,2976,9,28
991,1550,1550,6,11
992,694,694,10,11
993,2979,2979,5,4
994,237,237,11,2
995,3463,3463,1,2
996,1318,1318,6,13
997,3458,3458,8,8
998,4903,4903,7,23
999,1166,1166,4,15
1000,216,216,5,14
1001,2676,2676,5,16
1002,4292,4292,9,28
1003,829,829,5,28
1004,4085,4085,9,19
1005,1932,1932,10,18
1006,2536,2536,7,28
1007,2366,2366,10,13
1008,2584,2584,7,26
1009,1861,1861,8,17
1010,990,990,4,28
1011,460,460,2,7
1012,4052,4052,5,1
1013,683,683,9,15
1014,4993,4993,2,21
1015,2271,2271,1,24
1016,4048,4048,12,24
1017,204,204,8,14
1018,2335,2335,10,18
1019,3033,3033,10,24
1020,948,948,1,18
1021,2072,2072,9,18
1022,2119,2119,10,19
1023,1111,1111,12,18
1024,552,552,12,2
1025,3053,3053,11,16
1026,4013,4013,9,19
1027,2958,2958,9,2
1028,3191,3191,7,14
1029,3235,3235,5,11
1030,285,285,7,28
1031,2075,2075,7,4
1032,2162,2162,12,5
1033,2491,2491,1,6
1034,2114,2114,7,29
1035,292,292,9,16
1036,4043,4043,4,29
1037,2535,2535,12,19
1038,4008,4008,2,20
1039,2075,2075,4,11
1040,2685,2685,5,20
1041,3787,3787,1,29
1042,249,249,11,21
1043,230,230,8,27
1044,720,720,2,2
1045,1373,1373,1,16
1046,3773,3773,10,24
1047,192,192,12,28
1048,4957,4957,9,26
1049,1219,1219,1,3
1050,4715,4715,8,13
1051,3830,3830,6,1
1052,666,666,12,21
1053,3437,3437,6,10
1054,2584,2584,2,13
1055,1408,1408,1,18
1056,1701,1701,12,4
1057,2796,2796,12,29
1058,955,955,11,1
1059,1631,1631,8,21
1060,2464,2464,3,2
1061,2378,2378,7,6
1062,4520,4520,4,23
1063,4746,4746,1,30
1064,174,174,11,20
1065,3691,3691,5,20
1066,3078,3078,4,5
1067,1422,1422,9,9
1068,1857,1857,7,4
1069,1393,1393,6,29
1070,1264,1264,10,9
1071,2729,2729,5,17
